Start;16/09/2024;8h51;End;Unnamed: 4;Unnamed: 5;Day;Hour;Unnamed: 8;A;B;C;Dilution;Day.1;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;0.0;0.008408408408408409;0.007351837959489871;0.008937288772061585;0.8333333333333331;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.007351837959489871;0.007351837959489871;0.008408408408408409;0.8333333333333331;;;-1.4001089515676597;0.007703851925962998;0.0006034617803632674;0.006472572785205529;0.001509630526971253;0.008584657739957433;0.00030166587452959133;0.011233701103309911;0.00030166587452959133;0.008937288772061585;0.0005225830533780738;0.007527822933600081;0.001980527093522562;0.010526315789473682;0.0009053878015929969;0.01176470588235292;0.0007984160167625445;0.010879919779393349;0.0013158834467086394;0.010349580253101131;0.00030166587452959133;0.011410658307210046;0.0013158834467086394;0.00911367050575862;0.0006034617803632674;0.011587659894657635;0.0010455563853622105;0.010879919779393349;0.00030166587452959133;0.011587659894657635;0.0005225830533780738;0.007586494372655249;0.0010503893941911664;0.009231282864535536;0.0018479882138840741;0.011056788266265513;0.0006281139904040495;0.010290678249248269;0.0011338740527727254;0.011351667641895866;0.00040225005773362636;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.007703851925962998;0.006472572785205529;0.008584657739957433;0.011233701103309911;0.008937288772061585;0.007527822933600081;0.010526315789473682;0.01176470588235292;0.010879919779393349;0.010349580253101131;0.011410658307210046;0.00911367050575862;0.011587659894657635;0.010879919779393349;0.011587659894657635;0.007586494372655249;0.009231282864535536;0.011056788266265513;0.010290678249248269;0.011351667641895866
;;;;;;;;;0.007351837959489871;0.004717334331710969;0.008408408408408409;0.8333333333333331;;;-1.400043730969685;0.01620533467539005;0.0010882827763081288;0.018525519848771266;0.0013834746886050378;0.01478129713423831;0.001811947399666608;0.020853319868719997;0.0007984160167625445;0.01959894059780552;0.0005225830533781261;0.015492957746478854;0.0007984160167625445;0.020673987126088603;0.0005225830533781261;0.02031545741324919;0.0010882827763081288;0.01888314635068702;0.0007984160167625445;0.017632241813601995;0.00030166587452959133;0.01781080740647438;0.00030166587452959133;0.01727524553009319;0.00030166587452959133;0.016561792096652386;0.00030166587452959133;0.016918429003021148;0.0005225830533781261;0.01318267419962335;0.0009053878015929969;0.016502370065858453;0.0018479882138840741;0.018644708650170132;0.0027383074021511715;0.01995710861612213;0.0009220127492364031;0.0175727299441669;0.0002660375252916802;0.01555229511632779;0.002021112091970861;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.01620533467539005;0.018525519848771266;0.01478129713423831;0.020853319868719997;0.01959894059780552;0.015492957746478854;0.020673987126088603;0.02031545741324919;0.01888314635068702;0.017632241813601995;0.01781080740647438;0.01727524553009319;0.016561792096652386;0.016918429003021148;0.01318267419962335;0.016502370065858453;0.018644708650170132;0.01995710861612213;0.0175727299441669;0.01555229511632779
;;;;;;;;;0.007703851925962998;0.006472572785205529;0.008584657739957433;0.8333333333333331;;;-1.400031808115003;0.01584905660377358;0.0009053878015929969;0.012650602409638553;0.0005225830533781261;0.024269264836138192;0.00030166587452959133;0.023728813559322052;0.00030166587452959133;0.026615969581749045;0.0010455563853622105;0.01781080740647438;0.0007984160167625445;0.025712476250791618;0.0010882827763081288;0.02121212121212121;0.0005225830533781261;0.027882785741468963;0.001509630526971253;0.023188772284738923;0.0006034617803632674;0.023008849557522106;0.0007984160167625445;0.01798941798941799;0.0026168224299065413;0.015492957746478854;0.0012074440223833274;0.01442573510932393;0.0007984160167625445;0.01709681480548909;0.0006034617803632674;0.0175727299441669;0.005868432303708612;0.022709079418580167;0.00436447537671461;0.02493037387121276;0.003294739432110972;0.021391589847202908;0.002872412258708104;0.015670984781788466;0.0013158834467086394;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.01584905660377358;0.012650602409638553;0.024269264836138192;0.023728813559322052;0.026615969581749045;0.01781080740647438;0.025712476250791618;0.02121212121212121;0.027882785741468963;0.023188772284738923;0.023008849557522106;0.01798941798941799;0.015492957746478854;0.01442573510932393;0.01709681480548909;0.0175727299441669;0.022709079418580167;0.02493037387121276;0.021391589847202908;0.015670984781788466
;;;;;;;;;0.007703851925962998;0.006472572785205529;0.008584657739957433;;;;-1.4000214820655668;0.054639441716205925;0.0026342428624010774;0.03828264758497315;0.0007984160167625445;0.04790326730126063;0.00030166587452959133;0.036997319034852545;0.0009053878015929969;0.06352879989598212;0.00030166587452959133;0.06543418825673758;0.0021143947248519345;0.0756161510225483;0.0012074440223833274;0.07716535433070866;0.001045556385362158;0.0871185097106619;0.0013834746886050378;0.06124886407893009;0.0016812592714729882;0.054451479519317544;0.0007984160167625445;0.053700116234017825;0.0005225830533781261;0.04030710172744722;0.0027196810705869996;0.03718079673135851;0.0007984160167625445;0.03754789272030651;0.0009053878015929969;0.04691061787642471;0.007746415315138493;0.05520361990950244;0.014962283762559297;0.07994916071350322;0.005595319706953653;0.0564589174034937;0.0038466589610945514;0.03834391106189033;0.001619807599676675;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.054639441716205925;0.03828264758497315;0.04790326730126063;0.036997319034852545;0.06352879989598212;0.06543418825673758;0.0756161510225483;0.07716535433070866;0.0871185097106619;0.06124886407893009;0.054451479519317544;0.053700116234017825;0.04030710172744722;0.03718079673135851;0.03754789272030651;0.04691061787642471;0.05520361990950244;0.07994916071350322;0.0564589174034937;0.03834391106189033
;;;;;;;;0.8333333333333331;0.011587659894657635;0.008937288772061585;0.005243445692883894;0.8333333333333331;;;-1.400019535834406;0.04734473447344736;0.001980527093522562;0.038098888463012646;0.0009053878015929969;0.06543418825673758;0.00030166587452959133;0.04771704180064307;0.00030166587452959133;0.04753086419753086;0.002397983176253183;0.05313710302091401;0.0009053878015929969;0.07041149575440868;0.0006034617803632674;0.08378592143422073;0.0010882827763081288;0.09660949341842838;0.0005225830533781261;0.07098797699947705;0.0006034617803632674;0.06677091477716965;0.0009053878015929969;0.057842248413417764;0.0012074440223833274;0.038098888463012646;0.0006034617803632674;0.035897435897435895;0.0013834746886050378;0.03736432128719194;0.0006034617803632674;0.05020399398754563;0.013040382626954629;0.049457011632399045;0.002973321107943295;0.0835251735348388;0.01176646762631314;0.06517984987200057;0.006164518432615291;0.03711963229348426;0.001064757098331314;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.04734473447344736;0.038098888463012646;0.06543418825673758;0.04771704180064307;0.04753086419753086;0.05313710302091401;0.07041149575440868;0.08378592143422073;0.09660949341842838;0.07098797699947705;0.06677091477716965;0.057842248413417764;0.038098888463012646;0.035897435897435895;0.03736432128719194;0.05020399398754563;0.049457011632399045;0.0835251735348388;0.06517984987200057;0.03711963229348426
;;;;;;;;;0.011056788266265513;0.009466566491359877;0.008937288772061585;0.8333333333333331;;;-1.400018157417063;0.05482745250096936;0.0005225830533780738;0.046786632390745514;0.0012074440223833274;0.0516378643280887;0.001597743221938763;0.05182509996130532;0.00030166587452959133;0.04252210688196847;0.0009053878015929969;0.042706998205588285;0.0010882827763081288;0.09283819628647233;0.0010882827763081288;0.13393295175797218;0.0029145887504997527;0.09900119856172591;0.001886034320559523;0.08692206076618249;0.0010882827763081288;0.07542272906016516;0.0005225830533781261;0.07368421052631578;0.0010455563853622105;0.03479923518164436;0.0013834746886050378;0.03718079673135851;0.001509630526971253;0.04141375336150595;0.0010455563853622105;0.051076447080056694;0.0037812012681009226;0.04567171846904702;0.004994933812143884;0.10837539643543154;0.019202609538332235;0.07865306301177938;0.006461480509184471;0.03779272758238954;0.003181594171491775;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.05482745250096936;0.046786632390745514;0.0516378643280887;0.05182509996130532;0.04252210688196847;0.042706998205588285;0.09283819628647233;0.13393295175797218;0.09900119856172591;0.08692206076618249;0.07542272906016516;0.07368421052631578;0.03479923518164436;0.03718079673135851;0.04141375336150595;0.051076447080056694;0.04567171846904702;0.10837539643543154;0.07865306301177938;0.03779272758238954
;;;;;;;;;0.011056788266265513;0.008408408408408409;0.008408408408408409;0.8333333333333331;;;-1.4000145834852447;0.23343491510666084;0.009122147592439398;0.10220205525156789;0.003155903793822292;0.1120902740462119;0.0010882827763081288;0.0916512059369204;0.0007984160167625445;0.09026876737720091;0.0007984160167625445;0.1510541546093427;0.0010455563853622105;0.2439316488973275;0.0010882827763081288;0.3095990279465368;0.003715970806258873;0.3189981673793522;0.003678774514555728;0.20433295324971468;0.001836973752911367;0.1725062866722548;0.0010455563853622105;0.1546961325966853;0.0013158834467086394;0.06276803118908382;0.0005225830533781261;0.06049046321525885;0.0009053878015929969;0.06257796257796275;0.0013158834467086394;0.14700384826827947;0.0607404039564749;0.11046698872785829;0.030043582734948813;0.29017468341758834;0.029012312798540673;0.1769123003642479;0.020016469591660497;0.06194475712182899;0.0011603713307127266;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.8333333333333331;0.23343491510666084;0.10220205525156789;0.1120902740462119;0.0916512059369204;0.09026876737720091;0.1510541546093427;0.2439316488973275;0.3095990279465368;0.3189981673793522;0.20433295324971468;0.1725062866722548;0.1546961325966853;0.06276803118908382;0.06049046321525885;0.06257796257796275;0.14700384826827947;0.11046698872785829;0.29017468341758834;0.1769123003642479;0.06194475712182899
;;;;;;;;;0.011233701103309911;0.008937288772061585;0.007527822933600081;0.8333333333333331;;;-1.4000130523724357;0.43561643835616437;0.0013834746886050378;0.2916140667267809;0.0027196810705869996;0.276496872207328;0.0005225830533781261;0.24177362893815657;0.12479222718271216;0.3137637028014618;0.0021782588108635458;0.6600292825768671;0.003789276752365424;0.4741258741258741;0.001811947399666608;0.5943302622253723;0.0007984160167625445;0.7165851823993977;0.0010882827763081288;0.35381738859457795;0.0016812592714729882;0.35;0.0026168224299065413;0.3306273062730627;0.0009053878015929969;0.08987425545996049;0.001836973752911367;0.09046610169491542;0.00030166587452959133;0.09264023339079676;0.0007984160167625445;0.3316923076923074;0.058051151842567685;0.3878017789072423;0.14081635674520768;0.5900990099009903;0.06260778885748847;0.3447556060762636;0.008081529812958505;0.09099258212645733;0.0012847052766464715;4.117647058823528;4.117647058823528;4.117647058823528;4.117647058823528;0.8333333333333331;0.1884843353090601;0.13205389955083707;0.1258235054900366;0.11127819548872157;0.14107338444687817;0.2670616113744073;0.20273387441264415;0.24513300204618504;0.2852822278784251;0.15706183427859985;0.15555555555555556;0.14785478547854783;0.08987425545996049;0.09046610169491542;0.09264023339079676;0.1482806052269603;0.17031250000000023;0.24369158878504646;0.15348024106362437;0.09099258212645733
;;;;;;;;;0.011233701103309911;0.008937288772061585;0.007527822933600081;;;;-1.4000109191236343;1.3778874629812365;0.0021782588108635458;3.899435028248586;0.001811947399666608;1.2397748592870603;0.0045183975803871285;1.1466063348416347;0.0010882827763081288;1.6225563909774516;0.0010882827763081288;1.5496855345911946;0.004568935858689893;0.675221238938053;0.0005225830533781261;1.0880636604774534;0.001811947399666608;1.2031452358926975;0.001509630526971253;0.4422258592471355;0.0021143947248519345;0.45314455054329894;0.0016812592714729882;0.4672859986728602;0.002359548300949586;0.14339777869189632;0.001811947399666608;0.14891977432227899;0.001836973752911367;0.15921872835572815;0.0013158834467086394;1.834482758620689;0.24060222199406975;1.4234113712374556;0.06908469634915722;0.9660313901345257;0.11005087927539538;0.45416209092905735;0.0071937530563864925;0.15048441158914544;0.006567671839746372;-4.242424242424243;-4.242424242424243;-4.242424242424243;4.117647058823528;0.8333333333333331;0.19818259264517937;0.3155921353452217;0.18624577226606556;0.177575332866153;0.21700905042378993;0.21168384879725083;0.12396425670186838;0.17184750733137827;0.18289973280832533;0.19095406360424044;0.19501204477823458;0.2002274665908442;0.14339777869189632;0.14891977432227899;0.15921872835572815;0.2313043478260869;0.20189753320683126;0.1591467356173241;0.19538883114428787;0.15048441158914544
