Time (hour);C0 = 1 R1;C0 = 1 R2;C0 = 1 R3;C0 = 1 R4;C0 = 1 R5;C0 = 1 R6;C0 = 1 R7;C0 = 1 R8;C0 = 1 R9;C0 = 1 R10;C0 = 1 R11;C0 = 1 R12;C0 = 1 R13;C0 = 1 R14;C0 = 1 R15;C0 = 1 R16;C0 = 1 R17;C0 = 1 R18;C0 = 1 R19;C0 = 1 R20;C0 = 1 R21;C0 = 1 R22;C0 = 1 R23;C0 = 1 R24;C0 = 1/2 R1;C0 = 1/2 R2;C0 = 1/2 R3;C0 = 1/2 R4;C0 = 1/2 R5;C0 = 1/2 R6;C0 = 1/2 R7;C0 = 1/2 R8;C0 = 1/2 R9;C0 = 1/2 R10;C0 = 1/2 R11;C0 = 1/2 R12;C0 = 1/2 R13;C0 = 1/2 R14;C0 = 1/2 R15;C0 = 1/2 R16;C0 = 1/4 R1;C0 = 1/4 R2;C0 = 1/4 R3;C0 = 1/4 R4;C0 = 1/4 R5;C0 = 1/4 R6;C0 = 1/4 R7;C0 = 1/4 R8;C0 = 1/4 R9;C0 = 1/4 R10;C0 = 1/4 R11;C0 = 1/4 R12;C0 = 1/4 R13;C0 = 1/4 R14;C0 = 1/4 R15;C0 = 1/4 R16;C0 = 1/8 R1;C0 = 1/8 R2;C0 = 1/8 R3;C0 = 1/8 R4;C0 = 1/8 R5;C0 = 1/8 R6;C0 = 1/8 R7;C0 = 1/8 R8;C0 = 1/8 R9;C0 = 1/8 R10;C0 = 1/8 R11;C0 = 1/8 R12;C0 = 1/8 R13;C0 = 1/8 R14;C0 = 1/8 R15;C0 = 1/8 R16;C0 = 1/16 R1;C0 = 1/16 R2;C0 = 1/16 R3;C0 = 1/16 R4;C0 = 1/16 R5;C0 = 1/16 R6;C0 = 1/16 R7;C0 = 1/16 R8;C0 = 1/16 R9;C0 = 1/16 R10;C0 = 1/16 R11;C0 = 1/16 R12;C0 = 1/16 R13;C0 = 1/16 R14;C0 = 1/16 R15;C0 = 1/16 R16
7.569444444444445;0.003666292555181444;0.003666292555181444;0.003666292555181444;0.004191616766467066;0.005243445692883894;0.004191616766467066;0.005243445692883894;0.003141361256544502;0.008408408408408409;0.011056788266265513;0.008408408408408409;0.006824146981627295;0.0057699512926189574;0.007351837959489871;0.010526315789473682;0.004191616766467066;0.0015689204333208815;0.004191616766467066;0.010526315789473682;0.009466566491359877;0.009466566491359877;0.008937288772061585;0.008937288772061585;0.004191616766467066;0.0026168224299065413;0.004717334331710969;0.010526315789473682;0.011056788266265513;0.01478129713423831;0.007879924953095684;0.004191616766467066;0.003141361256544502;0.007879924953095684;0.010526315789473682;0.008408408408408409;0.004191616766467066;0.007351837959489871;0.006824146981627295;0.008408408408408409;0.004191616766467066;0.002092675635276532;0.009996242014280345;0.01211893112532932;0.01211893112532932;0.015314975480950583;0.011587659894657635;0.0057699512926189574;0.0026168224299065413;0.005243445692883894;0.007879924953095684;0.007879924953095684;0.007351837959489871;0.011056788266265513;0.007351837959489871;0.0062968515742128925;0.003141361256544502;0.0026168224299065413;0.008408408408408409;0.01211893112532932;0.011056788266265513;0.01371514694800301;0.011056788266265513;0.006824146981627295;0.0026168224299065413;0.003666292555181444;0.007879924953095684;0.011056788266265513;0.010526315789473682;0.009996242014280345;0.011056788266265513;0.008408408408408409;0.0015689204333208815;0.007879924953095684;0.009466566491359877;0.008408408408408409;0.008408408408408409;0.008937288772061585;0.009996242014280345;0.007879924953095684;0.003666292555181444;0.005243445692883894;0.006824146981627295;0.010526315789473682;0.009996242014280345;0.012650602409638553;0.010526315789473682;0.007879924953095684;0.0026168224299065413
22.60611111111111;0.02121212121212121;0.01798941798941799;0.01959894059780552;0.02444950645406226;0.029878048780487804;0.02770167427701674;0.02715861544313427;0.02121212121212121;0.02444950645406226;0.021750663129973473;0.01478129713423831;0.01906202723146747;0.01478129713423831;0.02121212121212121;0.03206106870229007;0.03370271303018724;0.017453721193804304;0.02770167427701674;0.04307692307692307;0.03975441289332309;0.03865030674846625;0.03644716692189893;0.03260786559755631;0.02444950645406226;0.02121212121212121;0.02336874051593323;0.023908918406072104;0.03754789272030651;0.03754789272030651;0.026615969581749045;0.02770167427701674;0.029878048780487804;0.022289613343441997;0.020673987126088603;0.016918429003021148;0.01318267419962335;0.01798941798941799;0.01478129713423831;0.026615969581749045;0.02607373622196883;0.022289613343441997;0.01959894059780552;0.03260786559755631;0.03425076452599388;0.03865030674846625;0.039202148062907546;0.03370271303018724;0.024990505127231295;0.024990505127231295;0.016918429003021148;0.01584905660377358;0.01424802110817942;0.022289613343441997;0.023908918406072104;0.02444950645406226;0.024990505127231295;0.02336874051593323;0.026615969581749045;0.020673987126088603;0.02282897231702692;0.02553191489361702;0.028245146555005703;0.028789032749428786;0.026615969581749045;0.01906202723146747;0.017453721193804304;0.02336874051593323;0.020673987126088603;0.02282897231702692;0.028789032749428786;0.02553191489361702;0.018525519848771266;0.01798941798941799;0.015314975480950583;0.01371514694800301;0.016383540958852395;0.01584905660377358;0.016918429003021148;0.02336874051593323;0.026615969581749045;0.016383540958852395;0.01318267419962335;0.022289613343441997;0.021750663129973473;0.02444950645406226;0.02444950645406226;0.026615969581749045;0.020673987126088603
26.21638888888889;0.03425076452599388;0.038098888463012646;0.040860215053763436;0.04030710172744722;0.04363216621777607;0.04252210688196847;0.04252210688196847;0.040860215053763436;0.040860215053763436;0.03975441289332309;0.03370271303018724;0.035897435897435895;0.03425076452599388;0.04030710172744722;0.04530046224961479;0.04753086419753086;0.035897435897435895;0.05257452574525745;0.0679186228482003;0.06105919003115264;0.05257452574525745;0.05145067698259187;0.04920818848976438;0.03479923518164436;0.03534812547819433;0.03644716692189893;0.04920818848976438;0.05313710302091401;0.046972618588507514;0.04030710172744722;0.038098888463012646;0.03975441289332309;0.03754789272030651;0.03644716692189893;0.03754789272030651;0.036997319034852545;0.03644716692189893;0.03534812547819433;0.04196771714066102;0.04030710172744722;0.02553191489361702;0.03754789272030651;0.048648648648648644;0.04585741811175337;0.04808954071786954;0.04307692307692307;0.04141375336150595;0.03370271303018724;0.03206106870229007;0.03425076452599388;0.03425076452599388;0.03534812547819433;0.040860215053763436;0.03534812547819433;0.039202148062907546;0.04030710172744722;0.021750663129973473;0.030968726163234168;0.029333333333333333;0.03260786559755631;0.03534812547819433;0.03370271303018724;0.03865030674846625;0.02715861544313427;0.018525519848771266;0.02770167427701674;0.02607373622196883;0.03151468904998092;0.029333333333333333;0.035897435897435895;0.03479923518164436;0.026615969581749045;0.01906202723146747;0.02336874051593323;0.024990505127231295;0.02553191489361702;0.02770167427701674;0.030968726163234168;0.038098888463012646;0.028245146555005703;0.01584905660377358;0.01906202723146747;0.029333333333333333;0.030423179565383145;0.030423179565383145;0.03151468904998092;0.028789032749428786;0.01584905660377358
28.455833333333334;0.038098888463012646;0.04976816074188562;0.05313710302091401;0.05032856590645534;0.059354336833916756;0.053700116234017825;0.052012383900928785;0.04808954071786954;0.048648648648648644;0.04753086419753086;0.03975441289332309;0.03754789272030651;0.03644716692189893;0.04252210688196847;0.05708737864077669;0.05878693623639191;0.05539177657098525;0.06505271378367825;0.061628359953252825;0.07891210090658256;0.06619773348964439;0.06562499999999999;0.05878693623639191;0.052012383900928785;0.04307692307692307;0.04808954071786954;0.05595653861078774;0.059354336833916756;0.05539177657098525;0.04920818848976438;0.05088940448569218;0.04753086419753086;0.05032856590645534;0.04141375336150595;0.04196771714066102;0.036997319034852545;0.03425076452599388;0.03754789272030651;0.04585741811175337;0.046972618588507514;0.03644716692189893;0.04585741811175337;0.05032856590645534;0.05032856590645534;0.05257452574525745;0.04808954071786954;0.04641480339244409;0.04252210688196847;0.04585741811175337;0.03865030674846625;0.040860215053763436;0.035897435897435895;0.039202148062907546;0.03754789272030651;0.04030710172744722;0.04585741811175337;0.03260786559755631;0.030423179565383145;0.03370271303018724;0.036997319034852545;0.03644716692189893;0.03370271303018724;0.03644716692189893;0.035897435897435895;0.03151468904998092;0.028789032749428786;0.039202148062907546;0.03754789272030651;0.03260786559755631;0.04252210688196847;0.03315508021390373;0.03206106870229007;0.02715861544313427;0.022289613343441997;0.023908918406072104;0.02553191489361702;0.024990505127231295;0.02607373622196883;0.03370271303018724;0.03479923518164436;0.026615969581749045;0.020673987126088603;0.04141375336150595;0.04030710172744722;0.04418783679753656;0.03754789272030651;0.030968726163234168;0.02607373622196883
31.010277777777777;0.0748427672955975;0.07426326129666012;0.06448087431693988;0.06677091477716965;0.0679186228482003;0.07542272906016516;0.0679186228482003;0.06677091477716965;0.07774714454509647;0.07194978422910944;0.05708737864077669;0.05878693623639191;0.048648648648648644;0.056521739130434775;0.08770816812053923;0.07252747252747252;0.08476454293628807;0.1008;0.10985915492957744;0.11718560452891222;0.10561797752808988;0.10501403931006817;0.09007148530579824;0.08417721518987341;0.07137254901960784;0.0684931506849315;0.07079576636613091;0.07426326129666012;0.07832939322301023;0.06964355660007833;0.07310561444837063;0.07194978422910944;0.07774714454509647;0.0684931506849315;0.06619773348964439;0.05482745250096936;0.05088940448569218;0.05145067698259187;0.08183254344391784;0.06105919003115264;0.07079576636613091;0.07137254901960784;0.0679186228482003;0.06906812842599842;0.07079576636613091;0.06562499999999999;0.06619773348964439;0.0684931506849315;0.06390948107686305;0.06105919003115264;0.05708737864077669;0.052012383900928785;0.07137254901960784;0.0684931506849315;0.08888888888888888;0.06619773348964439;0.05088940448569218;0.04307692307692307;0.04307692307692307;0.04585741811175337;0.04641480339244409;0.04418783679753656;0.044743935309973046;0.04976816074188562;0.036997319034852545;0.04141375336150595;0.05313710302091401;0.05765345765345764;0.052012383900928785;0.07891210090658256;0.07949526813880126;0.04976816074188562;0.04753086419753086;0.028789032749428786;0.028789032749428786;0.029878048780487804;0.028245146555005703;0.03260786559755631;0.04363216621777607;0.04307692307692307;0.04030710172744722;0.03479923518164436;0.056521739130434775;0.05088940448569218;0.05539177657098525;0.04641480339244409;0.07021943573667712;0.04141375336150595
47.4525;0.6513942044833241;0.6513942044833241;0.5978700745473908;0.6021344717182497;0.6193756727664154;0.6480349344978164;0.6336043360433603;0.6809761508596782;0.6786703601108032;0.636916395222584;0.6172043010752687;0.582039091389329;0.534020618556701;0.5123343527013251;0.5809926082365364;0.6215517241379309;0.7725535610885927;0.8494004796163068;0.7700404858299594;0.7687861271676298;0.7650317368724754;0.7257790368271954;0.7464530892448511;0.7078651685393258;0.7563218390804596;0.744;0.6972610396869758;0.6984340044742727;0.7342434584755404;0.6984340044742727;0.7161872532430907;0.7257790368271954;0.7476817401259301;0.7903093987157034;0.6193756727664154;0.5582463465553235;0.5045685279187816;0.5470679813181111;0.510386965376782;0.605344735435596;0.35;0.38326996197718627;0.40038387715930895;0.30081595648232085;0.3410672853828306;0.35;0.3875178656503096;0.3748344370860926;0.3926421404682274;0.37231931979215865;0.32347266881028935;0.3187356848373797;0.32347266881028935;0.33142593447161967;0.35327102803738314;0.3960746768788893;0.21306964746345655;0.21445783132530116;0.20410431808465157;0.17448594208980275;0.1884843353090601;0.19117896522476674;0.20479041916167665;0.21445783132530116;0.19320594479830147;0.21168384879725083;0.20547710740265296;0.1952380952380952;0.18112094395280232;0.21099184199227133;0.21933534743202415;0.21306964746345655;0.10985915492957744;0.11473556721840936;0.09720670391061449;0.09960031974420462;0.10019992003198719;0.1032051282051282;0.1276872964169381;0.13017944535073409;0.11779935275080905;0.12334551360129921;0.12520325203252033;0.12025931928687195;0.11168412570507655;0.1135135135135135;0.13142857142857142;0.1264442636289666
50.255833333333335;0.7839348079161814;0.7992966002344665;0.7293984108967082;0.7257790368271954;0.7269841269841268;0.757561817136285;0.9089230769230767;0.7928696668614843;0.900429184549356;0.8109605185621684;0.7801278326554327;0.7318181818181817;0.7007838745800672;0.6347071583514098;0.7078651685393258;0.7501432664756447;1.017525773195876;1.244115574348132;1.0458930899608863;0.9837357052096569;0.913193588162762;0.9046683046683045;1.0490861618798952;0.9174799258801727;0.8892007321537521;0.8588801926550269;0.8201183431952661;0.825385527876631;0.8494004796163068;0.8333333333333331;0.8161842882457175;0.871186440677966;0.8976117575015307;0.9656998738965952;0.7801278326554327;0.7126126126126126;0.6424605334784974;0.6984340044742727;0.6391304347826086;0.744;0.37651515151515147;0.40297933685728005;0.4064516129032258;0.3394529439035697;0.3773567029843675;0.3960746768788893;0.39521531100478463;0.3883698760724498;0.4257907542579075;0.43741429970617035;0.3960746768788893;0.38411792677127904;0.37567439659252233;0.3648165569143932;0.4055822906641;0.40297933685728005;0.22424242424242424;0.2263545730385782;0.21863675582398615;0.19320594479830147;0.20204953031596926;0.1972754363558961;0.2013657703798549;0.2172413793103448;0.21654459284791033;0.2369982547993019;0.23343491510666084;0.21237645036527714;0.19456013599660008;0.21584840654608095;0.22917933130699086;0.20960960960960953;0.11168412570507655;0.12955564614757437;0.11902834008097164;0.11534733441033924;0.11046698872785829;0.11107531212243253;0.12396425670186838;0.1264442636289666;0.11718560452891222;0.12706552706552704;0.13770491803278684;0.13518821603927986;0.13142857142857142;0.12706552706552704;0.13017944535073409;0.12210953346855982
53.57861111111111;1.4338368580060423;1.065177398160315;0.9822222222222221;0.9642091997479518;0.9671924290220818;1.012861736334405;1.5754163362410782;1.0980026631158453;1.1454545454545453;1.0587155963302748;1.0222078760490638;0.9792010145846541;0.9959131545338442;0.8386634844868734;0.955304456999372;1.006670942912123;1.225612316305108;2.5661733615221984;2.389898989898989;1.7162790697674415;1.2037473976405275;1.0913678618857898;2.476033057851239;1.1215053763440856;0.9761874604179859;0.9347853142501553;0.8780813600485728;0.896205630354957;0.9333333333333332;0.9146206045650831;0.8850182704019488;0.945;0.9943841735800891;1.065177398160315;0.8534534534534532;0.8005865102639296;0.7090500281056772;0.7750724637681159;0.6786703601108032;0.8306777645659927;0.4090646094503374;0.40211335254562913;0.40297933685728005;0.32189077558513074;0.373156899810964;0.373156899810964;0.3866666666666666;0.4195926285160038;0.45375494071146244;0.4257907542579075;0.4108108108108108;0.4038461538461538;0.37567439659252233;0.3590248476324426;0.3714825306893295;0.4222438076736279;0.2405771753388719;0.22917933130699086;0.21030042918454933;0.18245466048080977;0.20204953031596926;0.2089193825042881;0.2172413793103448;0.22213575443147424;0.2256499133448873;0.24345159877354353;0.2405771753388719;0.22494586401039407;0.19999999999999998;0.23059539330725767;0.22353959324967546;0.23485838779956425;0.12149229521492293;0.13644553644553642;0.12396425670186838;0.13142857142857142;0.1276872964169381;0.13393295175797218;0.1562007465781833;0.13959786622897;0.1258235054900366;0.13518821603927986;0.13581661891117477;0.13518821603927986;0.13644553644553642;0.1370749692748873;0.13581661891117477;0.14022988505747125
55.510555555555555;1.9710691823899367;1.1489130434782606;1.0765676567656766;1.0603278688524589;1.0667981591058513;1.1215053763440856;1.6931574608408901;1.1893719806763285;1.2761768901569186;1.2109951287404315;1.1893719806763285;1.159345156889495;1.2385372714486635;0.9807106598984772;1.0798413747521478;1.1265993265993266;1.3386861313868612;2.6871459694989097;2.718551042810098;2.405273833671399;1.6603588907014677;1.2274509803921567;2.8015677491601334;1.244115574348132;1.006670942912123;0.9822222222222221;0.9117683302526184;0.9318831572405218;0.9612334801762112;0.9318831572405218;0.9160493827160493;0.9989769820971867;1.0411190631099543;1.1317139001349525;0.9089230769230767;0.8521008403361343;0.7209723007348783;0.789031505250875;0.6925822643614055;0.8766990291262134;0.42312925170068016;0.4081927710843373;0.3960746768788893;0.3338262476894639;0.3866666666666666;0.3773567029843675;0.40471380471380464;0.43203125;0.4565066798614547;0.46666666666666656;0.4240155566358774;0.4099372889532078;0.373156899810964;0.34268462610311196;0.36981132075471695;0.42756941061860687;0.24345159877354353;0.2256499133448873;0.22143474503025062;0.18579881656804734;0.19999999999999998;0.19863655730720067;0.21030042918454933;0.23485838779956425;0.22213575443147424;0.2521356230735358;0.27499999999999997;0.23343491510666084;0.22143474503025062;0.23059539330725767;0.22494586401039407;0.24129483814523184;0.11718560452891222;0.13833538335383352;0.1289323553382233;0.13080375356997143;0.12272727272727273;0.13644553644553642;0.1472164948453608;0.13833538335383352;0.12396425670186838;0.15169561621174524;0.17184750733137827;0.15426677713338857;0.1594347464671654;0.14657873042044517;0.13959786622897;0.1446685878962536
70.695;2.126315789473684;1.7662447257383964;1.6528885272579332;1.688065843621399;1.6405186385737436;1.8682926829268292;2.5872476089266736;1.9710691823899367;1.941050756901157;2.0580645161290314;2.0837511606313828;2.029616087751371;2.7230769230769223;1.7371237458193975;1.8372735116479715;1.911562224183583;1.98018018018018;3.5109947643979047;3.663427800269905;3.5893617021276585;2.673832790445167;1.8768558951965058;4.085380116959064;1.8150814053127673;1.1030020013342228;1.0831237590999339;0.9959131545338442;1.050685826257348;1.0798413747521478;1.1096989966555184;1.0782034346103035;1.1929509329647545;1.1610921501706484;1.3327021121631462;0.9807106598984772;0.9420724094881399;0.7775972141613463;0.8892007321537521;0.7852067559697145;1.0880636604774534;0.42312925170068016;0.4611111111111111;0.43203125;0.3739952718676122;0.4160696999031945;0.4099372889532078;0.44373464373464366;0.4882737795671866;0.39865771812080525;0.4464566929133858;0.4204754973313925;0.43203125;0.39093078758949873;0.35491113189897106;0.37988614800759;0.4482758620689654;0.220034542314335;0.25359189070074917;0.18714043993231808;0.14022988505747125;0.17713324926439677;0.16987447698744768;0.18379062895736595;0.2579761378700839;0.11046698872785829;0.1804549283909014;0.23485838779956425;0.2089193825042881;0.19863655730720067;0.21863675582398615;0.21237645036527714;0.23059539330725767;0.09541650059784773;0.15426677713338857;0.13644553644553642;0.18379062895736595;0.17514693534844666;0.19795570698466777;0.1878121032585696;0.16594323873121866;0.07079576636613091;0.09007148530579824;0.11657235246564267;0.2256499133448873;0.220034542314335;0.1804549283909014;0.18112094395280232;0.16008316008316006
