Time (hour);OD C0 = 1;OD C0 = 1/2;OD C0 = 1/4;OD C0 = 1/8;OD C0 = 1/16;std C0 = 1;std C0 = 1/2;std C0 = 1/4;std C0 = 1/8;std C0 = 1/16
5.690555555555555;0.003917485520921446;0.006499610715418507;0.008123791102514473;0.008042492999624718;0.007125636217519382;0.0089484978832611;0.0050465290667251;0.0049554225872019;0.0050135909959385;0.0085416148165009
7.268611111111111;0.006411447383431919;0.00865245769075258;0.00995548360987453;0.009588763980001717;0.009542210057424975;0.0091221494498835;0.0079866752937953;0.0061826250145877;0.0047418569253607;0.0056550501179684
8.365277777777777;0.006503137478608053;0.007595521182038522;0.008977988329770599;0.008164443674577034;0.008710577129371342;0.0096492357455183;0.0085540398428541;0.0077703731071842;0.0057192708601357;0.006800360134521
9.452222222222222;0.007443650715986528;0.009222235062983914;0.011914548717651815;0.01179194766852871;0.011701470074444345;0.0106471150365314;0.0093283305837266;0.0068672966525125;0.005994079919624;0.0075798470718513
10.884166666666667;0.008408408408408409;0.01073029645697754;0.0134283810020574;0.012896124210648249;0.012005053627590611;0.0109067191097566;0.0083069800264454;0.0077619920581033;0.005285908474649;0.0058819162502971
22.516111111111112;0.014572576018359143;0.015684681023973995;0.01988821611550999;0.020756750458769013;0.019714046325576356;0.0121610180152914;0.0088002151668154;0.0071749069639144;0.0037997197031472;0.0076080650011172
23.7075;0.01780304274964672;0.01778333284887945;0.021502054614868978;0.020963700984676318;0.019445495325082406;0.010474020430081;0.0080051758404601;0.0084272030638456;0.0047655072313026;0.0062498979583506
25.016111111111112;0.019575588090146385;0.01906202723146747;0.02245552639253426;0.02187499999999998;0.019483853533306263;0.0102849753687835;0.008448941672459;0.0084342216401133;0.0045430224800718;0.0071432142767861
27.956666666666667;0.025649667112719085;0.024574315838663496;0.029500893877670638;0.028705330990040977;0.02360019513252749;0.0113825057290988;0.0095768458446067;0.0099180070530991;0.0060744883145845;0.0077709558679766
29.57111111111111;0.03208483380076001;0.029668493712811782;0.034377297456256416;0.03071688372638739;0.02483589214994845;0.0098575870619695;0.0094587237839627;0.00915804687066;0.0066865580960309;0.0079770077761792
30.540555555555557;0.03305988242718121;0.03222926943857175;0.03644716692189893;0.032902467685076354;0.02526115859449192;0.014630677044315;0.0118476522528864;0.0119034578040293;0.0073024272531112;0.0110178426719052
31.78;0.038410507717438376;0.035812899237584975;0.0401795204913192;0.036151105614933864;0.027818097800973104;0.0126794118878718;0.0094774725115455;0.0114499166685166;0.0075510099641895;0.0083766560957782
33.937777777777775;0.04663302767673042;0.04384583506009112;0.04787461410591307;0.04282080104123526;0.03159271775863946;0.0136182075384224;0.0129171231706567;0.0133390027394419;0.0106526658607518;0.0080165644837703
46.755;0.16140985742201627;0.1352848599307523;0.1576916935458116;0.10552503240940796;0.05309690447868543;0.0515443905444361;0.0294379298860557;0.03789537137432;0.0121328933314241;0.0103886221120875
