Time (hour);OD C0 = 1;OD C0 = 1/2;OD C0 = 1/4;OD C0 = 1/8;OD C0 = 1/16;std C0 = 1;std C0 = 1/2;std C0 = 1/4;std C0 = 1/8;std C0 = 1/16
5.582222222222223;0.001140684410646345;0.0025764895330112596;0.0026168224299065413;0.003383588445160515;0.0020523728764839334;0.0057416846089593;0.0060696158598704;0.0043500663124919;0.0046012604396117;0.0052103674528849
22.1525;0.012408884021765144;0.015232844915131266;0.020963700984676318;0.028119693154535302;0.021377782958386753;0.013068794452043;0.0139661467283524;0.010895414593837;0.0117417980942105;0.0106293108205899
23.211944444444445;0.01512086404937423;0.019681578717582995;0.026824630685973332;0.03555934897136299;0.0224970107031409;0.0127227264607489;0.0143357871391635;0.0120418402729717;0.0144090701218068;0.0108524259006451
24.833055555555557;0.019159617632900083;0.026365656801965117;0.03475703023885162;0.04886380513886821;0.024740762377683637;0.0128545583129677;0.0157216919456251;0.0124681843626798;0.0156182263424129;0.0108458810658551
26.09777777777778;0.023172413793103426;0.0317247857226723;0.0420529801324503;0.05848159555063836;0.02937521978666037;0.0114198609072306;0.0126280424302938;0.0091973754939293;0.0094267653691732;0.0073428305007887
28.398333333333333;0.03325461869704121;0.04363216621777607;0.05987848313429708;0.07752332485156911;0.039669421487603274;0.0117845675804354;0.0165296935613086;0.0169181811100072;0.0147102186436632;0.0117332279894858
29.75611111111111;0.03407633906078975;0.04363216621777601;0.06347025113264722;0.07989926878849472;0.04051978735971643;0.0141112023958928;0.0185513839417399;0.0215982686134928;0.0098557645403365;0.0174026455174469
46.36055555555556;0.11570906553554049;0.14775655264326967;0.15948460530101985;0.11841359773371103;0.06827212522576759;0.0360147180657487;0.0447537641800555;0.0217908291876741;0.0257980321253087;0.0161127682840394
47.41388888888889;0.16540868575763315;0.2054242643670594;0.17708225556130364;0.1246311577894473;0.07057404727448142;0.0410870875133609;0.0392652940089523;0.0297126275628122;0.0185325557142498;0.0165275455925436
51.27194444444444;0.21657625193396132;0.24539198488732963;0.2487290427257977;0.14427734684185523;0.08169749992405598;0.05307839594131;0.0478770614987123;0.052394046366687;0.0080051758404601;0.0172900765053868
52.60916666666667;0.24113167783366796;0.2642554933806469;0.25331163988882094;0.14652969339547858;0.08702783451724029;0.0507587268073918;0.0478179486492023;0.0426588226270837;0.0163163982566927;0.0172753544051196
55.255;0.2969696969696969;0.31258031670236286;0.26074225400068096;0.15416772877899568;0.09084573768988596;0.0871560773450814;0.0911371292688163;0.0316790487574597;0.0164636950420575;0.0125415286479919
70.15833333333333;0.6071001313037979;0.47203991556323155;0.31855401310689874;0.1836877820708464;0.1104202149072554;0.1394989558300919;0.0698351397618858;0.0416840752587545;0.0243274019411671;0.034724102776162
71.59583333333333;0.7263814111646357;0.5008573655494933;0.33833707544816277;0.19304983996342012;0.11567695223889869;0.127796268973849;0.0728093888217152;0.034172725204891;0.0163149475878073;0.0316631680824542
76.38444444444444;0.7496393135237892;0.4791077551334899;0.3139042130784637;0.17876679074283863;0.10608287531649473;0.0965230349760705;0.0596894329204664;0.0273322749590638;0.0216781186545873;0.0310462529540234
78.00166666666667;0.8058792089791553;0.5053124999999999;0.33635684026912527;0.1899341547688897;0.11365441906653422;0.1304171311568137;0.0620584759551007;0.0331287608114068;0.0210999312935306;0.0331758805950111
94.27;0.8928251993000195;0.47881822734101137;0.2895631992795039;0.17043047103899026;0.10743270389714742;0.2889741509501419;0.0442840481785137;0.0237822966329178;0.0224733899186987;0.0492700564393675
96.3236111111111;1.0504675671663946;0.5071749755620722;0.3026564736272558;0.1719488220696767;0.11403029550533897;0.2663489330412859;0.0552092308549723;0.0259097203664465;0.0287103469792449;0.0457818340759841
101.69333333333331;1.11735285147911;0.5005610972568578;0.2936111111111111;0.1667983681860524;0.11027991082486995;0.2203362569249611;0.0622400392449032;0.0268715991380618;0.02377906194496;0.041143995945543
166.10861111111112;0.6504260128673272;0.5139101432215027;0.2876340737665213;0.15799022582808953;0.1298914748133743;0.2593402986345696;0.0537637831509114;0.0189093133185082;0.0298048882055736;0.050528918429283
171.15305555555557;0.6223441787534302;0.5122593797780999;0.2819310344827586;0.15625039882585665;0.12149229521492293;0.245925927838996;0.0535629917278734;0.0220249992444035;0.0338081954981367;0.0479871777745809
174.0288888888889;0.6086630651676642;0.4833159581451021;0.263971616688841;0.14692207668643553;0.1172327983078263;0.2342479085170839;0.0557330917390458;0.0184884419356283;0.0285377358398297;0.0362564827910637
