Time (hour);C0 = 1 R1;C0 = 1 R2;C0 = 1 R3;C0 = 1 R4;C0 = 1 R5;C0 = 1 R6;C0 = 1 R7;C0 = 1 R8;C0 = 1 R9;C0 = 1 R10;C0 = 1 R11;C0 = 1 R12;C0 = 1 R13;C0 = 1 R14;C0 = 1 R15;C0 = 1 R16;C0 = 1 R17;C0 = 1 R18;C0 = 1 R19;C0 = 1 R20;C0 = 1 R21;C0 = 1 R22;C0 = 1 R23;C0 = 1 R24;C0 = 1/2 R1;C0 = 1/2 R2;C0 = 1/2 R3;C0 = 1/2 R4;C0 = 1/2 R5;C0 = 1/2 R6;C0 = 1/2 R7;C0 = 1/2 R8;C0 = 1/2 R9;C0 = 1/2 R10;C0 = 1/2 R11;C0 = 1/2 R12;C0 = 1/2 R13;C0 = 1/2 R14;C0 = 1/2 R15;C0 = 1/2 R16;C0 = 1/4 R1;C0 = 1/4 R2;C0 = 1/4 R3;C0 = 1/4 R4;C0 = 1/4 R5;C0 = 1/4 R6;C0 = 1/4 R7;C0 = 1/4 R8;C0 = 1/4 R9;C0 = 1/4 R10;C0 = 1/4 R11;C0 = 1/4 R12;C0 = 1/4 R13;C0 = 1/4 R14;C0 = 1/4 R15;C0 = 1/4 R16;C0 = 1/8 R1;C0 = 1/8 R2;C0 = 1/8 R3;C0 = 1/8 R4;C0 = 1/8 R5;C0 = 1/8 R6;C0 = 1/8 R7;C0 = 1/8 R8;C0 = 1/8 R9;C0 = 1/8 R10;C0 = 1/8 R11;C0 = 1/8 R12;C0 = 1/8 R13;C0 = 1/8 R14;C0 = 1/8 R15;C0 = 1/8 R16;C0 = 1/16 R1;C0 = 1/16 R2;C0 = 1/16 R3;C0 = 1/16 R4;C0 = 1/16 R5;C0 = 1/16 R6;C0 = 1/16 R7;C0 = 1/16 R8;C0 = 1/16 R9;C0 = 1/16 R10;C0 = 1/16 R11;C0 = 1/16 R12;C0 = 1/16 R13;C0 = 1/16 R14;C0 = 1/16 R15;C0 = 1/16 R16
5.531666666666666;0.005;0.006;0.006;0.005;0.006;0.004;0.006;0.006;0.005;0.003;0.012;-0.001;-0.001;0.004;0.003;0.0;-0.002;-0.001;0.001;0.004;0.006;0.004;0.003;0.003;0.002;0.003;0.006;0.004;0.009;0.001;0.004;0.004;0.004;0.002;0.004;-0.0;0.003;0.001;0.001;0.003;0.002;0.001;0.005;0.002;0.005;0.003;0.001;-0.0;0.001;0.003;-0.0;0.003;0.005;0.004;-0.003;0.002;0.002;-0.001;0.004;0.004;0.004;0.001;0.002;0.004;0.001;-0.002;0.005;0.002;0.005;-0.001;0.001;-0.001;-0.001;-0.001;0.002;0.004;0.002;-0.001;0.003;0.003;0.001;-0.001;0.001;0.002;0.006;0.004;-0.0;-0.002
22.473055555555554;0.022;0.023;0.032;0.031;0.03;0.025;0.036;0.029;0.032;0.022;0.03;0.035;0.012;0.017;0.02;0.016;0.004;0.018;0.028;0.034;0.037;0.027;0.023;0.022;0.026;0.034;0.039;0.038;0.048;0.032;0.043;0.028;0.018;0.028;0.025;0.02;0.026;0.015;0.019;0.022;0.037;0.029;0.036;0.045;0.029;0.032;0.031;0.023;0.018;0.023;0.013;0.013;0.022;0.024;0.018;0.022;0.01;0.022;0.019;0.02;0.019;0.02;0.023;0.021;0.005;0.009;0.014;0.014;0.015;0.013;0.016;0.009;-0.001;0.003;0.005;0.01;0.009;0.007;0.015;0.013;-0.001;0.006;0.005;0.011;0.018;0.017;0.013;-0.001
25.4725;0.041;0.037;0.052;0.051;0.049;0.041;0.063;0.053;0.056;0.042;0.049;0.053;0.041;0.03;0.042;0.037;0.016;0.031;0.044;0.047;0.042;0.036;0.041;0.028;0.04;0.055;0.058;0.057;0.079;0.059;0.053;0.043;0.033;0.057;0.057;0.041;0.041;0.036;0.033;0.035;0.029;0.035;0.041;0.047;0.055;0.044;0.04;0.029;0.026;0.034;0.021;0.025;0.03;0.028;0.028;0.026;0.019;0.031;0.027;0.026;0.026;0.021;0.026;0.018;0.013;0.015;0.024;0.017;0.02;0.018;0.02;0.017;0.005;0.008;0.011;0.013;0.013;0.011;0.016;0.014;0.003;0.008;0.014;0.013;0.021;0.017;0.01;0.004
28.45;0.068;0.059;0.076;0.079;0.082;0.068;0.087;0.091;0.082;0.073;0.072;0.077;0.049;0.046;0.041;0.046;0.028;0.043;0.056;0.061;0.062;0.054;0.048;0.039;0.054;0.076;0.076;0.083;0.089;0.075;0.073;0.061;0.043;0.063;0.056;0.052;0.05;0.042;0.04;0.048;0.05;0.058;0.061;0.061;0.078;0.061;0.051;0.041;0.047;0.048;0.038;0.041;0.045;0.041;0.038;0.035;0.028;0.045;0.033;0.036;0.034;0.025;0.03;0.019;0.017;0.019;0.028;0.02;0.023;0.021;0.021;0.019;0.005;0.01;0.011;0.014;0.014;0.012;0.02;0.015;0.004;0.008;0.012;0.012;0.021;0.016;0.011;0.006
30.939722222222223;0.106;0.095;0.117;0.122;0.115;0.099;0.144;0.142;0.116;0.084;0.101;0.083;0.075;0.069;0.055;0.059;0.049;0.057;0.065;0.08;0.073;0.076;0.06;0.065;0.09;0.098;0.106;0.109;0.115;0.086;0.096;0.096;0.072;0.084;0.078;0.074;0.072;0.061;0.052;0.06;0.076;0.078;0.083;0.088;0.097;0.083;0.072;0.072;0.073;0.072;0.065;0.072;0.067;0.068;0.059;0.06;0.04;0.056;0.046;0.045;0.041;0.028;0.035;0.027;0.029;0.03;0.035;0.025;0.029;0.028;0.029;0.022;0.008;0.01;0.011;0.014;0.014;0.012;0.017;0.012;0.007;0.007;0.006;0.008;0.016;0.011;0.007;0.007
46.85138888888889;0.728;0.764;0.803;0.794;0.742;0.717;0.734;0.733;0.755;0.747;0.795;0.745;0.724;0.677;0.626;0.661;0.64;0.622;0.654;0.675;0.67;0.745;0.6;0.574;0.682;0.682;0.696;0.712;0.752;0.652;0.762;0.624;0.803;0.774;0.7;0.599;0.722;0.696;0.566;0.587;0.327;0.371;0.374;0.334;0.39;0.347;0.354;0.304;0.339;0.373;0.34;0.344;0.328;0.335;0.314;0.357;0.215;0.249;0.239;0.234;0.188;0.245;0.234;0.22;0.278;0.274;0.249;0.242;0.216;0.201;0.197;0.23;0.045;0.064;0.063;0.075;0.069;0.063;0.084;0.082;0.052;0.055;0.055;0.053;0.067;0.063;0.063;0.066
52.18416666666667;0.934;0.957;1.0;0.99;0.926;0.92;0.95;0.948;0.962;0.945;0.988;0.948;0.932;0.887;0.833;0.876;0.834;0.835;0.83;0.831;0.836;0.893;0.805;0.785;0.842;0.84;0.844;0.859;0.879;0.769;0.885;0.753;0.952;0.915;0.845;0.729;0.869;0.848;0.698;0.722;0.364;0.369;0.373;0.328;0.374;0.359;0.363;0.295;0.374;0.362;0.364;0.368;0.361;0.362;0.363;0.384;0.244;0.251;0.253;0.275;0.283;0.328;0.266;0.273;0.252;0.244;0.246;0.256;0.262;0.241;0.233;0.251;0.077;0.083;0.082;0.092;0.087;0.086;0.103;0.103;0.089;0.076;0.063;0.059;0.073;0.077;0.071;0.081
56.72833333333333;1.086;1.092;1.142;1.131;1.069;1.061;1.092;1.089;1.107;1.085;1.13;1.094;1.08;1.05;0.996;1.034;0.988;0.985;0.999;0.994;0.995;1.05;0.973;0.942;0.947;0.945;0.944;0.952;0.967;0.853;0.97;0.849;1.063;1.021;0.951;0.837;0.962;0.94;0.791;0.826;0.339;0.351;0.352;0.317;0.386;0.338;0.314;0.309;0.343;0.341;0.351;0.382;0.355;0.371;0.353;0.328;0.235;0.251;0.259;0.241;0.208;0.262;0.258;0.243;0.236;0.253;0.256;0.243;0.252;0.255;0.247;0.254;0.1;0.081;0.104;0.112;0.111;0.108;0.112;0.121;0.104;0.091;0.082;0.091;0.096;0.107;0.099;0.104
70.79222222222222;1.492;1.504;1.522;1.519;1.474;1.488;1.474;1.466;1.5;1.487;1.526;1.488;1.515;1.485;1.449;1.451;1.428;1.409;1.443;1.429;1.432;1.485;1.411;1.401;1.259;1.225;1.236;1.303;1.316;1.184;1.286;1.144;1.362;1.303;1.245;1.16;1.287;1.308;1.124;1.134;0.204;0.281;0.256;0.284;0.368;0.364;0.345;0.449;0.253;0.385;0.388;0.412;0.386;0.442;0.501;0.476;0.231;0.227;0.237;0.246;0.209;0.197;0.148;0.154;0.159;0.14;0.173;0.182;0.178;0.187;0.147;0.138;0.123;0.132;0.135;0.138;0.132;0.128;0.109;0.123;0.104;0.117;0.156;0.165;0.157;0.165;0.148;0.113
76.66694444444444;1.559;1.583;1.591;1.592;1.574;1.598;1.584;1.56;1.57;1.55;1.594;1.583;1.604;1.563;1.538;1.552;1.538;1.516;1.56;1.548;1.545;1.583;1.525;1.509;1.306;1.282;1.286;1.353;1.391;1.261;1.342;1.207;1.419;1.36;1.29;1.212;1.34;1.34;1.155;1.2;0.2;0.299;0.272;0.303;0.4;0.393;0.369;0.484;0.245;0.408;0.401;0.419;0.399;0.457;0.534;0.506;0.241;0.239;0.256;0.274;0.214;0.202;0.145;0.209;0.163;0.129;0.169;0.178;0.185;0.186;0.146;0.161;0.102;0.124;0.129;0.144;0.123;0.11;0.109;0.116;0.116;0.12;0.131;0.126;0.123;0.136;0.132;0.124
