Time;0A_avg;0A_std;0B_avg;0B_std;0C_avg;0C_std;1A_avg;1A_std;1B_avg;1B_std;1C_avg;1C_std;2A_avg;2A_std;2B_avg;2B_std;2C_avg;2C_std;3A_avg;3A_std;3B_avg;3B_std;3C_avg;3C_std;4A_avg;4A_std;4B_avg;4B_std;4C_avg;4C_std
6.795;0.0038000000000000004;0.0009797958971132711;0.0048000000000000004;0.0016;0.004;0.0012649110640673518;0.003;0.001673320053068151;0.0032;0.004214261501141095;0.0018000000000000002;0.0017204650534085254;0.0032;0.002039607805437114;0.0034000000000000002;0.002576819745345025;0.003;0.0027568097504180444;0.0026000000000000003;0.0024166091947189143;0.0021999999999999997;0.0019390719429665318;0.003;0.0;0.0024000000000000002;0.0012000000000000001;0.0026000000000000003;0.0014966629547095765;0.004;0.002
23.726944444444445;0.017599999999999998;0.0024166091947189147;0.0208;0.003187475490101845;0.0184;0.0028705400188814645;0.011800000000000001;0.0062417946137308935;0.0128;0.004664761515876241;0.012;0.004289522117905444;0.013600000000000001;0.008212186067059124;0.018;0.012617448236470001;0.016599999999999997;0.011253443917308158;0.013000000000000001;0.009011104260855048;0.0064;0.004029888335921977;0.008199999999999999;0.001720465053408525;0.005;0.002449489742783178;0.0056;0.001624807680927192;0.0066;0.0013564659966250534
26.676388888888887;0.022199999999999998;0.0014696938456699065;0.023200000000000002;0.003969886648255841;0.0258;0.005192301994298867;0.014000000000000002;0.005253570214625479;0.015600000000000003;0.004923413450036469;0.011800000000000001;0.0024819347291981713;0.013999999999999999;0.005059644256269407;0.0158;0.0025612496949731396;0.018;0.0038470768123342694;0.007600000000000001;0.0028705400188814645;0.007200000000000001;0.002561249694973139;0.0088;0.0009797958971132711;0.0078;0.0024819347291981713;0.008199999999999999;0.0014696938456699065;0.0068000000000000005;0.0017204650534085252
29.65361111111111;0.033999999999999996;0.00807465169527454;0.027200000000000002;0.0045343136195018525;0.0264;0.005276362383309166;0.0198;0.0039191835884530846;0.02;0.004647580015448901;0.017599999999999998;0.005388877434122992;0.0168;0.003124099870362662;0.0204;0.0025768197453450263;0.0204;0.009308061022576076;0.013600000000000001;0.004923413450036468;0.011000000000000001;0.005099019513592785;0.0098;0.0022271057451320087;0.0078;0.0009797958971132707;0.0108;0.0041182520563948005;0.0126;0.0072828565824132495
32.13666666666666;0.045;0.010411532067856296;0.047599999999999996;0.008499411744350312;0.0386;0.004454211490264017;0.0262;0.006615134163416491;0.0196;0.004758150901348128;0.03;0.004816637831516918;0.0224;0.0030066592756745818;0.0334;0.007939773296511684;0.031;0.001264911064067353;0.014000000000000002;0.004516635916254486;0.0126;0.004882622246293481;0.013000000000000001;0.004516635916254486;0.010599999999999998;0.005462600113499064;0.008199999999999999;0.002481934729198171;0.0073999999999999995;0.0008
48.07333333333333;0.295;0.08955445270895245;0.45500000000000007;0.13714955340794954;0.4;0.13638181696985857;0.2072;0.07485025050058282;0.244;0.08836288813749808;0.2904;0.11349290726737069;0.12840000000000001;0.04765542991097657;0.17560000000000003;0.05715102798725495;0.20199999999999996;0.08042885054506249;0.028599999999999997;0.015370100845472679;0.0222;0.011923086848631104;0.029400000000000003;0.007525955088890711;0.0020000000000000005;0.016087262041752162;0.002;0.005329165037789691;0.00019999999999999982;0.008084553172563095
53.281666666666666;0.6980000000000001;0.22859571299567283;0.8380000000000001;0.2951880756399214;0.726;0.19489484344127736;0.45600000000000007;0.20759094392578878;0.45899999999999996;0.12322337440599493;0.522;0.1275382295627472;0.25;0.04472135954999581;0.36000000000000004;0.10029955134495869;0.3949999999999999;0.11018166816671456;0.0816;0.01670449041425688;0.0816;0.019324595726689858;0.09119999999999999;0.01499866660740214;0.0364;0.016341358572652398;0.04240000000000001;0.009520504188329523;0.032;0.0017888543819998333
57.87027777777778;0.892;0.10007996802557444;1.128;0.3026813505982817;1.036;0.12092973166264782;0.5519999999999999;0.12221292893961754;0.6;0.12181953866272849;0.624;0.12142487389328425;0.324;0.08357032966310471;0.406;0.09243376006633076;0.44800000000000006;0.05706137047074843;0.12599999999999997;0.03760319135392634;0.133;0.03893584466786358;0.14100000000000001;0.024779023386727734;0.059199999999999996;0.022648620267027304;0.05800000000000001;0.00769415362466854;0.046799999999999994;0.005306599664568641
71.96;1.672;0.15727682601069987;1.8960000000000001;0.32159601987586844;2.016;0.4167301285004482;1.052;0.32127247003128057;1.06;0.23160310878742543;1.066;0.18478095139921755;0.558;0.03815756805667782;0.608;0.09846826900072937;0.626;0.09810198774744576;0.289;0.056780278266313565;0.27399999999999997;0.048104053883222773;0.266;0.028000000000000004;0.12840000000000001;0.03499485676495905;0.144;0.033633316815324645;0.12;0.028368997162395427
77.82333333333334;1.8359999999999999;0.33163835725078605;2.092;0.2365079279855118;2.124;0.3864505142964621;1.1260000000000001;0.13965672200076876;1.184;0.14732277488562315;1.168;0.07054076835419357;0.6120000000000001;0.06144916598294884;0.6660000000000001;0.09156418513807676;0.7100000000000001;0.07874007874011814;0.311;0.0318433666561813;0.312;0.05124451190127583;0.316;0.03512833614050059;0.16040000000000001;0.02288755120147195;0.1692;0.03148586984664709;0.1516;0.021740285186721903
