Time;0A_avg;0A_std;0B_avg;0B_std;0C_avg;0C_std;1A_avg;1A_std;1B_avg;1B_std;1C_avg;1C_std;2A_avg;2A_std;2B_avg;2B_std;2C_avg;2C_std;3A_avg;3A_std;3B_avg;3B_std;3C_avg;3C_std;4A_avg;4A_std;4B_avg;4B_std;4C_avg;4C_std
25.353055555555557;0.009600000000000001;0.0037202150475476553;0.0076;0.0004898979485566356;0.0076;0.0013564659966250532;0.0054;0.0013564659966250536;0.0032;0.0011661903789690602;0.0028;0.0007483314773547883;0.004600000000000001;0.001624807680927192;0.004600000000000001;0.0004898979485566357;0.0034000000000000002;0.0013564659966250536;0.0036;0.0020591260281974002;0.0038;0.004833218389437829;0.0048000000000000004;0.002135415650406262;0.0028000000000000004;0.00132664991614216;0.008799999999999999;0.0043081318457076035;0.004200000000000001;0.0007483314773547883
27.910555555555554;0.0124;0.0012000000000000003;0.009000000000000001;0.0020976176963403027;0.013800000000000002;0.0048332183894378294;0.006;0.002366431913239846;0.0062;0.001720465053408525;0.0036;0.0008;0.0054;0.0014966629547095765;0.008799999999999999;0.005268775948927796;0.0068000000000000005;0.0017204650534085252;0.0068000000000000005;0.0011661903789690602;0.0042;0.0019390719429665318;0.006;0.0012649110640673518;0.0032;0.0016;0.0058000000000000005;0.0011661903789690602;0.0046;0.001624807680927192
29.92861111111111;0.011800000000000001;0.0029257477676655594;0.013799999999999998;0.004445222154178573;0.0152;0.003655133376499413;0.009;0.005366563145999495;0.0084;0.002497999199359359;0.0068000000000000005;0.002925747767665559;0.0064;0.0014966629547095765;0.009;0.0037416573867739412;0.0104;0.0063749509802036915;0.008;0.0035213633723318017;0.005;0.0022803508501982755;0.0062;0.002481934729198171;0.0036000000000000003;0.0018547236990991407;0.0066;0.0018547236990991407;0.005;0.0006324555320336759
34.687222222222225;0.0242;0.0024000000000000007;0.0216;0.0040298883359219774;0.03319999999999999;0.01296765206195786;0.0184;0.011672189169131899;0.022600000000000002;0.02076150283577757;0.0164;0.006858571279792899;0.013000000000000001;0.005099019513592784;0.013000000000000001;0.0018973665961010276;0.014600000000000002;0.005043808085167397;0.007200000000000001;0.0024819347291981713;0.0064;0.0034409301068170505;0.008400000000000001;0.0018547236990991405;0.004200000000000001;0.00132664991614216;0.012;0.0010954451150103327;0.005;0.0010954451150103322
49.091944444444444;0.3254;0.008428523002282199;0.2488;0.03809146886115052;0.3602;0.0423433583930231;0.10700000000000001;0.005621387729022081;0.1642;0.07104758968466136;0.171;0.011983321743156194;0.1;0.010198039027185569;0.11159999999999999;0.005462600113499066;0.12279999999999999;0.011408768557561323;0.041400000000000006;0.007761443164772902;0.028000000000000004;0.01063954886261631;0.0376;0.01063202708800161;0.0134;0.003072458299147442;0.0492;0.010888526071052963;0.0128;0.0019390719429665318
51.727222222222224;0.434;0.02663831826523588;0.2814;0.031039329889673842;0.4748;0.013687950905814924;0.17620000000000002;0.009947864092356706;0.16899999999999998;0.0067823299831252645;0.26139999999999997;0.007989993742175279;0.11000000000000001;0.005692099788303079;0.1444;0.003261901286060021;0.1512;0.014147791347061917;0.045;0.00593295878967653;0.03319999999999999;0.008749857141690945;0.0454;0.0077097341069585525;0.014799999999999999;0.0011661903789690605;0.058199999999999995;0.0023151673805580446;0.017;0.002756809750418044
54.59527777777778;0.5973999999999999;0.022499777776680392;0.45780000000000004;0.020242529486207986;0.7270000000000001;0.04492215489043241;0.2996;0.004127953488110063;0.34299999999999997;0.004242640687119263;0.3756;0.02028398382961296;0.20939999999999998;0.00781280999384984;0.14100000000000001;0.004979959839195486;0.27840000000000004;0.005851495535331099;0.0758;0.0055999999999999965;0.0498;0.016581917862539305;0.06239999999999999;0.012908911650483938;0.0186;0.006343500610861482;0.08480000000000001;0.003709447398198279;0.0182;0.0041182520563948005
58.34777777777778;0.7998000000000001;0.036052184399839066;0.8442000000000001;0.0224089267926869;0.9461999999999999;0.02986904752415113;0.5050000000000001;0.03492277194038297;0.5359999999999999;0.04363943171032364;0.5256000000000001;0.04334328090950198;0.3378;0.04279439215598229;0.3542;0.035885373064801766;0.3194;0.050237834348228025;0.1062;0.004534313619501858;0.0826;0.0037202150475476536;0.1038;0.0052687759489277956;0.0222;0.002481934729198172;0.09319999999999999;0.00271293199325011;0.022200000000000004;0.0029257477676655585
73.2025;1.5328000000000002;0.043346972212600955;1.5788;0.0310315968006804;1.5512000000000001;0.005344155686354937;1.17;0.014254823744964383;1.1368;0.014441606558828512;1.1714;0.009414881836751854;0.6934;0.016656530250925578;0.6980000000000001;0.023883048381645074;0.6682;0.01948743184721885;0.33299999999999996;0.06073219903807205;0.2652;0.027592752671670863;0.3026;0.04691097952505362;0.0814;0.0028000000000000026;0.1446;0.005462600113499057;0.091;0.004604345773288539
75.81611111111111;1.5737999999999999;0.0141336477952438;1.611;0.016733200530681495;1.5954000000000002;0.010248902380255165;1.2346;0.017533967035442927;1.1880000000000002;0.02144761058952725;-0.0008;0.0007483314773547883;0.6925999999999999;0.0454954942824012;0.7162;0.009195651146058128;0.6384;0.04786898787315228;0.31479999999999997;0.04797666099261181;0.2708;0.020643643089338658;0.2972;0.010609429767899884;0.10579999999999998;0.008304215796810677;0.1708;0.010925200226998128;0.11079999999999998;0.004445222154178573
