Time;0A_avg;0A_std;0B_avg;0B_std;0C_avg;0C_std;1A_avg;1A_std;1B_avg;1B_std;1C_avg;1C_std;2A_avg;2A_std;2B_avg;2B_std;2C_avg;2C_std;3A_avg;3A_std;3B_avg;3B_std;3C_avg;3C_std;4A_avg;4A_std;4B_avg;4B_std;4C_avg;4C_std
6.795;0.0038000000000000004;0.0009797958971132711;0.0048000000000000004;0.0016;0.004;0.0012649110640673518;0.003;0.001673320053068151;0.0032;0.004214261501141095;0.0018000000000000002;0.0017204650534085254;0.0032;0.002039607805437114;0.0034000000000000002;0.002576819745345025;0.003;0.0027568097504180444;0.0026000000000000003;0.0024166091947189143;0.0021999999999999997;0.0019390719429665318;0.003;0.0;0.0024000000000000002;0.0012000000000000001;0.0026000000000000003;0.0014966629547095765;0.004;0.002
23.726944444444445;0.017599999999999998;0.0024166091947189147;0.0208;0.003187475490101845;0.0184;0.0028705400188814645;0.011800000000000001;0.0062417946137308935;0.0128;0.004664761515876241;0.012;0.004289522117905444;0.013600000000000001;0.008212186067059124;0.018;0.012617448236470001;0.016599999999999997;0.011253443917308158;0.013000000000000001;0.009011104260855048;0.0064;0.004029888335921977;0.008199999999999999;0.001720465053408525;0.005;0.002449489742783178;0.0056;0.001624807680927192;0.0066;0.0013564659966250534
26.676388888888887;0.022199999999999998;0.0014696938456699065;0.023200000000000002;0.003969886648255841;0.0258;0.005192301994298867;0.014000000000000002;0.005253570214625479;0.015600000000000003;0.004923413450036469;0.011800000000000001;0.0024819347291981713;0.013999999999999999;0.005059644256269407;0.0158;0.0025612496949731396;0.018;0.0038470768123342694;0.007600000000000001;0.0028705400188814645;0.007200000000000001;0.002561249694973139;0.0088;0.0009797958971132711;0.0078;0.0024819347291981713;0.008199999999999999;0.0014696938456699065;0.0068000000000000005;0.0017204650534085252
29.65361111111111;0.033999999999999996;0.00807465169527454;0.027200000000000002;0.0045343136195018525;0.0264;0.005276362383309166;0.0198;0.0039191835884530846;0.02;0.004647580015448901;0.017599999999999998;0.005388877434122992;0.0168;0.003124099870362662;0.0204;0.0025768197453450263;0.0204;0.009308061022576076;0.013600000000000001;0.004923413450036468;0.011000000000000001;0.005099019513592785;0.0098;0.0022271057451320087;0.0078;0.0009797958971132707;0.0108;0.0041182520563948005;0.0126;0.0072828565824132495
32.13666666666666;0.045;0.010411532067856296;0.047599999999999996;0.008499411744350312;0.0386;0.004454211490264017;0.0262;0.006615134163416491;0.0196;0.004758150901348128;0.03;0.004816637831516918;0.0224;0.0030066592756745818;0.0334;0.007939773296511684;0.031;0.001264911064067353;0.014000000000000002;0.004516635916254486;0.0126;0.004882622246293481;0.013000000000000001;0.004516635916254486;0.010599999999999998;0.005462600113499064;0.008199999999999999;0.002481934729198171;0.0073999999999999995;0.0008
47.62222222222222;0.33940000000000003;0.010556514576317304;0.6022000000000001;0.017982213434391235;0.5174;0.02130352083576799;0.1694;0.009199999999999996;0.24580000000000002;0.0075736384915046015;0.30179999999999996;0.019943921379708653;0.1116;0.0030066592756745844;0.1948;0.004489988864128734;0.2252;0.03049196615503829;0.044199999999999996;0.004955804677345545;0.03319999999999999;0.006431174076325411;0.0422;0.0021354156504062613;0.0234;0.0013564659966250536;0.0288;0.0009797958971132705;0.0254;0.0007999999999999992
52.96138888888889;0.7325999999999999;0.03498342464653796;0.9410000000000001;0.036556805112044406;0.8764000000000001;0.06396436507931587;0.289;0.017285832349065517;0.31860000000000005;0.045222118481999495;0.4122;0.05216282200955007;0.1492;0.017701977290687045;0.311;0.04387710108929259;0.3308;0.025685793738952276;0.0694;0.004079215610874226;0.0612;0.007138627319029897;0.0634;0.006529931086925803;0.0352;0.0038157568056677825;0.0362;0.002039607805437113;0.038;0.0018973665961010292
57.504444444444445;0.9892;0.048321423820082136;1.1568;0.0398165794613249;1.13;0.043712698383879235;0.501;0.014014278433083893;0.5236000000000001;0.06588049787304283;0.6576000000000001;0.011723480711802287;0.2582;0.020826905675111695;0.4208;0.04526543935498694;0.384;0.04734553833256098;0.08979999999999999;0.0038678159211627417;0.0962;0.002785677655436826;0.0888;0.005035871324805668;0.0444;0.004882622246293481;0.0608;0.0030594117081556714;0.044;0.0015491933384829655
71.56472222222222;1.5116;0.012563439019631471;1.6034;0.012322337440599497;1.612;0.057827329179203815;1.0908;0.022657449106199042;1.0998;0.01602997192761113;1.0906;0.025000799987200385;0.5688;0.025623426780975227;0.6758000000000001;0.038726734951451805;0.7134;0.01551257554373223;0.21739999999999998;0.014037093716293267;0.2186;0.03330225217609163;0.28979999999999995;0.05244959485067545;0.127;0.029597297173897485;0.139;0.007771743691090174;0.1166;0.009436100889668361
77.4413888888889;1.6506;0.03249984615348203;1.7158000000000002;0.039311067143999054;1.6998000000000002;0.029075075236360156;1.2875999999999999;0.02806136133547335;1.2832000000000001;0.027952817389307993;1.2762;0.02402831662851148;0.7130000000000001;0.03009318859808643;0.7851999999999999;0.027286626761107748;0.8400000000000001;0.023807561823924753;0.275;0.027835229476330894;0.2838;0.03001599573560737;0.2932;0.03615190174804086;0.17;0.02103330692021585;0.16699999999999998;0.015336231610144644;0.16099999999999998;0.009939818911831344
